Record_ID,Timestamp,Admin_ID,Driver_ID,Vehicle_ID,Brand,Vehicle_Model,Category,Max_Range_km,Battery_Capacity_kWh,Vehicle_Weight_kg,Motor_Spec_kW,Battery_Percentage,Battery_Health_Percentage,Passenger_Count,Total_Load_Weight_kg,Remaining_Range_km,Road_Type,Vehicle_Status,Speed_kmph,Overspeed,Distance_Travelled_km,Energy_Consumed_kWh,Charging_Status,Charging_Duration_Hours,Workshop_Visit,Maintenance_Cost,OT_Maintenance_Cost,Breakdown,Income_Generated,Total_Expense,Driver_Safety_Score
18,2026-01-01 12:15:00,A002,D00025,EV00018,Tata,Tata Nexon EV,Compact SUV,195,37.2,1746,140,51.6,82.6,3,2598.0,33.0,City,Under Maintenance,27.0,No,39.0,10.97,No,0.0,No,825,0,No,1177,2159,100
19,2026-01-01 12:30:00,A007,D00170,EV00019,Tata,Tata Punch EV,Compact SUV,195,24.4,1333,88,33.9,80.7,0,1569.0,13.0,City,Running,30.0,No,32.0,8.39,No,0.0,No,267,0,No,968,1969,100
20,2026-01-01 12:45:00,A002,D00066,EV00020,Volkswagen,Volkswagen ID.4,SUV,304,51.6,1489,72,42.4,80.7,3,2069.0,43.0,Mixed,Idle,104.0,Yes,34.0,10.97,No,0.0,No,398,0,No,1821,2634,89
21,2026-01-01 13:00:00,A005,D00103,EV00021,BYD,BYD Atto 3,SUV,195,35.2,1910,109,86.0,100.0,4,2312.0,132.0,Mixed,Running,60.0,No,36.0,10.49,No,0.0,No,0,0,No,1019,2061,100
22,2026-01-01 13:15:00,A010,D00183,EV00022,Citroën,Citroën ë-C3,Hatchback,195,37.6,2068,163,69.2,100.0,5,3267.0,67.0,Mixed,Running,88.0,No,35.0,11.89,No,0.0,No,47,0,No,1507,1827,100
23,2026-01-01 13:30:00,A005,D00022,EV00023,Hyundai,Hyundai Ioniq 5,Premium Crossover,339,43.6,1432,124,44.7,87.4,4,2188.0,15.0,City,Charging,0.0,No,76.0,15.99,Yes,1.8,No,164,0,No,0,1842,100
24,2026-01-01 13:45:00,A010,D00010,EV00024,Hyundai,Hyundai Kona Electric,Compact SUV,349,52.7,1421,72,43.3,94.8,0,1459.0,109.0,Mixed,Running,71.0,No,40.0,9.73,No,0.0,No,183,0,No,1515,2114,100
25,2026-01-01 14:00:00,A003,D00171,EV00025,Kia,Kia EV6,Premium Crossover,501,82.0,1913,149,52.3,94.4,1,2057.0,192.0,City,Running,43.0,No,30.0,9.68,No,0.0,No,190,0,No,1091,1286,100
26,2026-01-01 14:15:00,A010,D00162,EV00026,MG,MG ZS EV,Compact SUV,348,61.2,1409,161,8.0,88.0,4,2480.0,2.0,Mixed,Running,96.0,No,57.0,13.93,No,0.0,No,252,0,No,1595,1766,100
27,2026-01-01 14:30:00,A004,D00096,EV00027,Mahindra,Mahindra XUV400 EV,Compact SUV,344,43.2,1307,97,61.8,100.0,3,2255.0,120.0,Mixed,Running,69.0,No,55.0,11.58,No,0.0,No,188,0,No,2016,2540,100
28,2026-01-01 14:45:00,A009,D00147,EV00028,Tata,Tata Nexon EV,Compact SUV,261,48.7,1878,156,82.2,88.7,5,2414.0,131.0,Highway,Under Maintenance,124.0,Yes,42.0,13.87,No,0.0,No,353,0,No,2089,2009,84
29,2026-01-01 15:00:00,A005,D00042,EV00029,Tata,Tata Punch EV,Compact SUV,284,57.6,1705,82,63.5,94.5,1,2475.0,101.0,Mixed,Under Maintenance,63.0,No,65.0,14.19,No,0.0,No,75,0,No,2641,2090,100
30,2026-01-01 15:15:00,A009,D00178,EV00030,Volkswagen,Volkswagen ID.4,SUV,318,66.6,1699,196,62.6,98.3,0,1797.0,155.0,City,Under Maintenance,30.0,No,46.0,10.23,No,0.0,No,79,0,No,1849,1627,100
31,2026-01-01 15:30:00,A010,D00090,EV00031,BYD,BYD Atto 3,SUV,393,82.0,1815,191,86.5,87.6,3,2578.0,227.0,City,Idle,35.0,No,50.0,12.25,No,0.0,No,233,0,No,1774,2400,100
32,2026-01-01 15:45:00,A009,D00191,EV00032,Citroën,Citroën ë-C3,Hatchback,455,65.9,2013,95,49.3,85.3,1,2491.0,79.0,City,Running,25.0,No,78.0,17.35,No,0.0,No,348,0,No,3450,2159,100
33,2026-01-01 16:00:00,A002,D00047,EV00033,Hyundai,Hyundai Ioniq 5,Premium Crossover,301,62.6,1499,138,42.9,65.5,0,1774.0,25.0,Highway,Running,134.0,Yes,42.0,15.77,No,0.0,No,522,0,No,1705,2691,87
34,2026-01-01 16:15:00,A002,D00028,EV00034,Hyundai,Hyundai Kona Electric,Compact SUV,445,79.4,1305,254,23.2,79.8,4,2195.0,0.0,Highway,Running,125.0,Yes,66.0,17.67,No,0.0,No,1647,0,No,2470,3014,86
35,2026-01-01 16:30:00,A001,D00011,EV00035,Kia,Kia EV6,Premium Crossover,435,55.6,1438,84,52.7,82.9,4,2511.0,63.0,Mixed,Running,56.0,No,70.0,16.1,No,0.0,No,1200,0,No,3494,3373,100
36,2026-01-01 16:45:00,A005,D00102,EV00036,MG,MG ZS EV,Compact SUV,246,40.2,1613,88,80.6,90.4,2,1789.0,100.0,City,Running,15.0,No,68.0,13.33,No,0.0,No,17,0,No,2065,1339,100
37,2026-01-01 17:00:00,A002,D00012,EV00037,Mahindra,Mahindra XUV400 EV,Compact SUV,434,82.0,2280,83,66.2,76.4,2,3148.0,138.0,Highway,Idle,116.0,Yes,66.0,20.7,No,0.0,No,516,0,No,2505,969,93
38,2026-01-01 17:15:00,A002,D00038,EV00038,Tata,Tata Nexon EV,Compact SUV,261,37.2,1495,198,62.7,86.9,5,2263.0,71.0,City,Under Maintenance,13.0,No,53.0,11.21,No,0.0,No,403,0,No,1958,1797,100
39,2026-01-01 17:30:00,A001,D00074,EV00039,Tata,Tata Punch EV,Compact SUV,211,42.0,2172,84,68.7,79.6,4,2701.0,68.0,City,Running,24.0,No,60.0,16.58,No,0.0,No,1230,0,No,1989,2749,100
40,2026-01-01 17:45:00,A006,D00144,EV00040,Volkswagen,Volkswagen ID.4,SUV,225,45.9,1692,115,53.8,81.8,5,2895.0,48.0,City,Running,46.0,No,65.0,17.1,No,0.0,Yes,52,0,No,2109,2036,100
41,2026-01-01 18:00:00,A010,D00046,EV00041,BYD,BYD Atto 3,SUV,195,36.5,2280,91,64.2,78.7,2,2519.0,32.0,Mixed,Idle,62.0,No,28.0,12.7,No,0.0,No,415,0,No,750,1975,100
42,2026-01-01 18:15:00,A008,D00014,EV00042,Citroën,Citroën ë-C3,Hatchback,261,46.4,1838,124,52.7,78.4,3,2125.0,27.0,Highway,Running,123.0,Yes,45.0,15.48,No,0.0,No,481,0,No,2099,1834,81
43,2026-01-01 18:30:00,A009,D00119,EV00043,Hyundai,Hyundai Ioniq 5,Premium Crossover,195,39.5,1764,150,24.8,86.8,5,2621.0,0.0,Mixed,Idle,80.0,No,53.0,14.89,No,0.0,No,1368,0,No,2046,3587,100
44,2026-01-01 18:45:00,A002,D00111,EV00044,Hyundai,Hyundai Kona Electric,Compact SUV,195,20.0,1748,35,64.6,85.6,2,2660.0,0.0,City,Charging,0.0,No,67.0,14.48,Yes,0.5,No,285,0,No,0,2252,100
45,2026-01-01 19:00:00,A005,D00150,EV00045,Kia,Kia EV6,Premium Crossover,430,74.2,1914,219,88.4,92.6,2,2476.0,278.0,City,Running,42.0,No,79.0,17.2,No,0.0,No,722,0,No,2353,2527,100
46,2026-01-01 19:15:00,A008,D00179,EV00046,MG,MG ZS EV,Compact SUV,195,43.1,1657,76,44.1,84.8,3,2504.0,32.0,Mixed,Running,50.0,No,37.0,10.1,No,0.0,No,281,0,No,1729,2436,100
47,2026-01-01 19:30:00,A006,D00037,EV00047,Mahindra,Mahindra XUV400 EV,Compact SUV,195,20.0,1328,137,70.5,72.3,2,1615.0,54.0,City,Running,40.0,No,20.0,7.34,No,0.0,No,575,0,No,725,2490,100
48,2026-01-01 19:45:00,A005,D00073,EV00048,Tata,Tata Nexon EV,Compact SUV,195,20.0,1903,169,25.1,89.3,5,2304.0,9.0,City,Under Maintenance,29.0,No,23.0,8.73,No,0.0,No,409,0,No,819,2734,100
49,2026-01-01 20:00:00,A008,D00011,EV00049,Tata,Tata Punch EV,Compact SUV,311,41.9,1387,119,46.4,82.4,3,2237.0,19.0,Highway,Running,104.0,Yes,71.0,17.45,No,0.0,No,1601,0,No,2668,3643,83
50,2026-01-01 20:15:00,A007,D00104,EV00050,Volkswagen,Volkswagen ID.4,SUV,280,63.3,1488,111,48.2,78.1,1,1977.0,87.0,Highway,Running,70.0,No,35.0,10.85,No,0.0,No,13,0,No,1823,1902,100
51,2026-01-01 20:30:00,A004,D00015,EV00051,BYD,BYD Atto 3,SUV,568,80.1,1749,203,70.8,64.7,4,2672.0,188.0,Mixed,Idle,69.0,No,34.0,13.94,No,0.0,No,80,0,No,1502,1173,100
52,2026-01-01 20:45:00,A005,D00123,EV00052,Citroën,Citroën ë-C3,Hatchback,369,70.1,1599,185,65.8,91.5,4,2271.0,199.0,City,Running,30.0,No,32.0,7.66,No,0.0,No,261,0,No,745,2076,100
53,2026-01-01 21:00:00,A004,D00036,EV00053,Hyundai,Hyundai Ioniq 5,Premium Crossover,207,51.2,1722,124,41.5,86.8,0,2054.0,20.0,Highway,Running,77.0,No,63.0,14.29,No,0.0,No,270,0,No,2601,2040,100
54,2026-01-01 21:15:00,A002,D00111,EV00054,Hyundai,Hyundai Kona Electric,Compact SUV,279,60.8,1403,227,56.9,100.0,2,2304.0,130.0,City,Running,6.0,No,34.0,5.93,No,0.0,No,0,0,No,1320,1212,100
55,2026-01-01 21:30:00,A004,D00182,EV00055,Kia,Kia EV6,Premium Crossover,277,58.2,2280,85,54.1,85.6,2,3236.0,86.0,Highway,Under Maintenance,88.0,No,27.0,12.31,No,0.0,No,437,0,No,955,1718,100
56,2026-01-01 21:45:00,A009,D00090,EV00056,MG,MG ZS EV,Compact SUV,195,20.0,1458,96,70.1,89.4,0,2176.0,0.0,Highway,Running,110.0,Yes,65.0,15.27,No,0.0,No,114,0,No,3661,1976,92
57,2026-01-01 22:00:00,A006,D00154,EV00057,Mahindra,Mahindra XUV400 EV,Compact SUV,306,65.6,1228,200,50.2,91.3,1,1408.0,97.0,City,Idle,16.0,No,53.0,9.44,No,0.0,No,237,0,No,1757,1655,100
58,2026-01-01 22:15:00,A008,D00062,EV00058,Tata,Tata Nexon EV,Compact SUV,260,47.1,1500,128,62.6,86.5,3,1851.0,94.0,City,Charging,0.0,No,49.0,11.52,Yes,2.5,No,551,0,No,0,2129,100
59,2026-01-01 22:30:00,A004,D00129,EV00059,Tata,Tata Punch EV,Compact SUV,265,49.0,1652,93,100.0,88.8,3,1984.0,162.0,Highway,Charging,0.0,No,45.0,13.74,Yes,1.9,No,144,0,No,0,2328,100
60,2026-01-01 22:45:00,A008,D00054,EV00060,Volkswagen,Volkswagen ID.4,SUV,439,76.2,1849,234,40.7,97.4,5,2962.0,92.0,City,Running,41.0,No,31.0,10.24,No,0.0,No,176,0,No,904,790,100
61,2026-01-01 23:00:00,A007,D00176,EV00061,BYD,BYD Atto 3,SUV,261,64.6,2027,245,57.3,99.3,0,2733.0,108.0,Mixed,Running,69.0,No,51.0,12.41,No,0.0,No,0,0,No,2884,1673,100
62,2026-01-01 23:15:00,A002,D00195,EV00062,Citroën,Citroën ë-C3,Hatchback,487,82.0,2212,207,62.3,81.6,5,2922.0,161.0,Mixed,Running,48.0,No,48.0,15.2,No,0.0,No,501,0,No,2959,2550,100
63,2026-01-01 23:30:00,A001,D00114,EV00063,Hyundai,Hyundai Ioniq 5,Premium Crossover,195,20.0,1271,63,82.1,95.1,0,1348.0,60.0,Mixed,Running,51.0,No,39.0,7.98,No,0.0,No,643,0,No,1574,2774,100
64,2026-01-01 23:45:00,A002,D00128,EV00064,Hyundai,Hyundai Kona Electric,Compact SUV,337,57.0,1880,169,55.3,93.2,1,2603.0,90.0,Mixed,Charging,0.0,No,67.0,15.1,Yes,1.3,No,25,0,No,0,1623,100
65,2026-01-02 00:00:00,A009,D00053,EV00065,Kia,Kia EV6,Premium Crossover,311,43.8,1233,128,53.8,88.8,0,1544.0,101.0,City,Running,55.0,No,32.0,7.98,No,0.0,No,92,0,No,981,2296,100
66,2026-01-02 00:15:00,A010,D00029,EV00066,MG,MG ZS EV,Compact SUV,204,27.3,1349,62,42.7,62.0,3,1586.0,19.0,Highway,Charging,0.0,No,48.0,13.08,Yes,3.3,No,694,0,No,0,2089,100
67,2026-01-02 00:30:00,A002,D00154,EV00067,Mahindra,Mahindra XUV400 EV,Compact SUV,195,26.9,1616,57,100.0,78.6,1,2098.0,82.0,Mixed,Running,37.0,No,23.0,9.31,No,0.0,No,221,0,No,1503,1533,100
68,2026-01-02 00:45:00,A002,D00012,EV00068,Tata,Tata Nexon EV,Compact SUV,244,48.6,1267,84,91.2,83.0,5,2277.0,115.0,Highway,Running,107.0,Yes,76.0,17.09,No,0.0,No,185,0,No,2095,1995,90
69,2026-01-02 01:00:00,A006,D00200,EV00069,Tata,Tata Punch EV,Compact SUV,449,54.3,1165,209,61.1,88.3,2,1366.0,143.0,Highway,Running,99.0,No,52.0,12.34,No,0.0,No,186,0,No,3054,2475,100
70,2026-01-02 01:15:00,A010,D00135,EV00070,Volkswagen,Volkswagen ID.4,SUV,195,26.3,1570,89,37.1,76.5,2,2510.0,13.0,Highway,Charging,0.0,No,59.0,18.43,Yes,2.0,No,452,0,No,0,2283,100
71,2026-01-02 01:30:00,A003,D00037,EV00071,BYD,BYD Atto 3,SUV,195,20.0,1443,164,65.6,78.7,1,1622.0,23.0,Highway,Under Maintenance,114.0,Yes,31.0,10.8,No,0.0,No,310,0,No,1340,1803,94
72,2026-01-02 01:45:00,A007,D00170,EV00072,Citroën,Citroën ë-C3,Hatchback,325,51.1,1932,201,43.6,83.8,1,2164.0,27.0,Highway,Running,100.0,Yes,56.0,16.48,No,0.0,No,442,0,No,2343,2603,94
73,2026-01-02 02:00:00,A005,D00065,EV00073,Hyundai,Hyundai Ioniq 5,Premium Crossover,287,40.5,1202,71,69.4,62.0,2,1354.0,33.0,Mixed,Running,66.0,No,86.0,19.5,No,0.0,Yes,331,784,Yes,2956,2710,69
74,2026-01-02 02:15:00,A010,D00037,EV00074,Hyundai,Hyundai Kona Electric,Compact SUV,195,20.0,1494,112,32.6,100.0,0,2208.0,0.0,Mixed,Charging,0.0,No,55.0,11.31,Yes,0.8,No,49,0,No,0,1851,100
75,2026-01-02 02:30:00,A002,D00057,EV00075,Kia,Kia EV6,Premium Crossover,242,54.9,1465,150,77.3,90.3,3,2261.0,132.0,Mixed,Running,73.0,No,54.0,12.28,No,0.0,No,164,0,No,3380,1198,100
76,2026-01-02 02:45:00,A003,D00013,EV00076,MG,MG ZS EV,Compact SUV,195,24.6,1337,35,47.3,78.3,3,2295.0,1.0,Highway,Charging,0.0,No,41.0,13.62,Yes,1.0,No,906,0,No,0,2246,100
77,2026-01-02 03:00:00,A005,D00139,EV00077,Mahindra,Mahindra XUV400 EV,Compact SUV,195,24.7,1854,80,81.1,73.7,1,2147.0,31.0,Highway,Running,92.0,No,46.0,15.14,No,0.0,Yes,156,0,No,2910,2177,100
78,2026-01-02 03:15:00,A003,D00186,EV00078,Tata,Tata Nexon EV,Compact SUV,195,20.8,1262,117,98.1,89.3,1,1701.0,89.0,City,Running,47.0,No,62.0,11.31,No,0.0,No,145,0,No,2540,1776,100
79,2026-01-02 03:30:00,A007,D00133,EV00079,Tata,Tata Punch EV,Compact SUV,207,51.6,1835,139,65.3,76.4,1,2680.0,81.0,City,Idle,23.0,No,57.0,14.41,No,0.0,No,516,0,No,1637,2210,100
80,2026-01-02 03:45:00,A002,D00013,EV00080,Volkswagen,Volkswagen ID.4,SUV,195,37.9,1457,107,17.5,86.0,5,2134.0,0.0,Highway,Idle,104.0,Yes,33.0,11.42,No,0.0,No,156,0,No,2007,2020,89
81,2026-01-02 04:00:00,A005,D00022,EV00081,BYD,BYD Atto 3,SUV,479,82.0,1743,207,63.6,76.3,5,2622.0,167.0,Mixed,Running,42.0,No,55.0,15.08,No,0.0,No,391,0,No,2658,2719,100
82,2026-01-02 04:15:00,A004,D00180,EV00082,Citroën,Citroën ë-C3,Hatchback,352,63.7,1546,93,54.6,86.4,5,2395.0,84.0,City,Running,29.0,No,74.0,13.46,No,0.0,No,22,0,No,2000,2005,100
83,2026-01-02 04:30:00,A003,D00081,EV00083,Hyundai,Hyundai Ioniq 5,Premium Crossover,446,65.7,1725,62,34.2,98.2,1,1882.0,80.0,Highway,Running,135.0,Yes,39.0,13.24,No,0.0,No,67,0,No,1873,2265,85
84,2026-01-02 04:45:00,A003,D00064,EV00084,Hyundai,Hyundai Kona Electric,Compact SUV,295,53.6,2016,144,45.2,80.6,5,3235.0,44.0,Highway,Running,104.0,Yes,56.0,17.86,No,0.0,No,997,0,No,2230,3429,94
85,2026-01-02 05:00:00,A010,D00131,EV00085,Kia,Kia EV6,Premium Crossover,409,60.6,1803,186,40.0,95.0,0,2320.0,85.0,Highway,Running,78.0,No,44.0,11.76,No,0.0,No,179,0,No,1844,2061,100
86,2026-01-02 05:15:00,A005,D00117,EV00086,MG,MG ZS EV,Compact SUV,195,33.2,1487,66,41.6,80.4,0,1561.0,7.0,City,Charging,0.0,No,55.0,11.78,Yes,1.9,Yes,108,0,No,0,1791,100
87,2026-01-02 05:30:00,A009,D00145,EV00087,Mahindra,Mahindra XUV400 EV,Compact SUV,195,20.0,1402,35,100.0,74.7,5,2558.0,41.0,City,Running,37.0,No,43.0,12.01,No,0.0,No,1470,0,No,1899,3423,100
88,2026-01-02 05:45:00,A010,D00150,EV00088,Tata,Tata Nexon EV,Compact SUV,252,63.6,2129,139,47.5,100.0,1,2942.0,77.0,City,Running,41.0,No,53.0,13.35,No,0.0,No,55,0,No,1813,1302,100
89,2026-01-02 06:00:00,A008,D00178,EV00089,Tata,Tata Punch EV,Compact SUV,272,46.7,1397,211,29.5,87.6,1,1662.0,22.0,City,Running,34.0,No,52.0,10.87,No,0.0,No,317,0,No,1792,2013,100
90,2026-01-02 06:15:00,A002,D00012,EV00090,Volkswagen,Volkswagen ID.4,SUV,441,82.0,2081,189,10.7,62.8,5,2574.0,0.0,Highway,Idle,109.0,Yes,42.0,18.55,No,0.0,No,857,0,No,1462,2683,82
91,2026-01-02 06:30:00,A009,D00059,EV00091,BYD,BYD Atto 3,SUV,195,20.0,1326,119,56.5,82.1,3,1666.0,0.0,Highway,Running,104.0,Yes,52.0,13.83,No,0.0,No,233,0,No,2772,1535,88
92,2026-01-02 06:45:00,A004,D00188,EV00092,Citroën,Citroën ë-C3,Hatchback,195,27.6,1673,79,59.5,74.1,1,1984.0,24.0,Highway,Running,104.0,Yes,40.0,13.53,No,0.0,No,594,0,No,2360,2202,92
93,2026-01-02 07:00:00,A001,D00099,EV00093,Hyundai,Hyundai Ioniq 5,Premium Crossover,533,82.0,2242,148,26.1,79.2,0,2291.0,32.0,City,Running,25.0,No,38.0,11.59,No,0.0,No,637,0,No,1444,2784,100
94,2026-01-02 07:15:00,A008,D00084,EV00094,Hyundai,Hyundai Kona Electric,Compact SUV,195,20.0,1296,112,65.3,77.5,3,2046.0,33.0,City,Running,15.0,No,53.0,10.93,No,0.0,No,256,0,No,1473,1726,100
95,2026-01-02 07:30:00,A010,D00076,EV00095,Kia,Kia EV6,Premium Crossover,219,40.8,1422,92,69.8,65.0,5,2159.0,44.0,City,Under Maintenance,14.0,No,40.0,11.8,No,0.0,No,603,0,No,1258,2176,100
96,2026-01-02 07:45:00,A006,D00108,EV00096,MG,MG ZS EV,Compact SUV,284,73.1,2131,136,71.0,84.7,5,3325.0,108.0,Highway,Running,92.0,No,38.0,14.52,No,0.0,No,370,0,No,1852,2654,100
97,2026-01-02 08:00:00,A004,D00181,EV00097,Mahindra,Mahindra XUV400 EV,Compact SUV,600,82.0,1949,199,100.0,91.2,4,2432.0,447.0,Mixed,Running,62.0,No,52.0,14.02,No,0.0,No,179,0,No,1665,2469,100
98,2026-01-02 08:15:00,A004,D00080,EV00098,Tata,Tata Nexon EV,Compact SUV,195,26.7,1289,74,86.7,87.6,4,2004.0,93.0,Highway,Running,94.0,No,32.0,10.13,No,0.0,No,236,0,No,1375,1069,100
99,2026-01-02 08:30:00,A002,D00145,EV00099,Tata,Tata Punch EV,Compact SUV,366,45.6,1304,143,25.1,62.0,5,2013.0,1.0,Highway,Charging,0.0,No,33.0,12.82,Yes,1.0,No,980,0,No,0,2672,100
100,2026-01-02 08:45:00,A002,D00192,EV00100,Volkswagen,Volkswagen ID.4,SUV,195,20.0,1551,168,53.3,80.4,1,1659.0,2.0,Mixed,Idle,60.0,No,58.0,13.69,No,0.0,No,1305,0,No,2957,3063,100
101,2026-01-02 09:00:00,A001,D00088,EV00001,BYD,BYD Atto 3,SUV,332,51.8,1809,154,64.6,82.3,0,1866.0,119.0,Highway,Running,79.0,No,44.0,13.25,No,0.0,No,261,0,No,2672,1882,100
102,2026-01-02 09:15:00,A010,D00011,EV00002,Citroën,Citroën ë-C3,Hatchback,335,56.8,2137,100,52.5,84.7,0,2771.0,79.0,Highway,Running,125.0,Yes,52.0,17.34,No,0.0,No,378,0,No,2293,1170,90
103,2026-01-02 09:30:00,A004,D00015,EV00003,Hyundai,Hyundai Ioniq 5,Premium Crossover,234,40.8,1326,58,8.0,81.2,5,2544.0,20.0,City,Running,24.0,No,63.0,13.62,No,0.0,No,462,0,No,1568,2624,100
104,2026-01-02 09:45:00,A004,D00051,EV00004,Hyundai,Hyundai Kona Electric,Compact SUV,226,32.0,1198,66,38.8,99.0,3,2187.0,0.0,Highway,Charging,0.0,No,55.0,11.71,Yes,2.2,No,133,0,No,0,1850,100
105,2026-01-02 10:00:00,A009,D00094,EV00005,Kia,Kia EV6,Premium Crossover,240,34.6,1458,65,52.9,77.9,0,1909.0,9.0,Highway,Running,90.0,No,58.0,15.0,No,0.0,No,318,0,No,2625,1815,100
106,2026-01-02 10:15:00,A001,D00172,EV00006,MG,MG ZS EV,Compact SUV,219,48.0,2243,172,94.7,100.0,3,2601.0,120.0,Highway,Running,86.0,No,46.0,15.02,No,0.0,No,0,0,No,3070,1961,100
107,2026-01-02 10:30:00,A010,D00091,EV00007,Mahindra,Mahindra XUV400 EV,Compact SUV,332,60.9,1886,127,31.3,86.3,3,2316.0,30.0,Highway,Running,99.0,No,39.0,13.06,No,0.0,No,187,0,No,1633,1837,100
108,2026-01-02 10:45:00,A001,D00119,EV00008,Tata,Tata Nexon EV,Compact SUV,195,22.6,1554,87,78.7,62.0,0,1774.0,9.0,Highway,Running,146.0,Yes,54.0,17.71,No,0.0,No,401,0,No,2024,3085,94
109,2026-01-02 11:00:00,A010,D00118,EV00009,Tata,Tata Punch EV,Compact SUV,334,79.1,1980,114,66.9,89.2,3,2251.0,136.0,Mixed,Running,82.0,No,33.0,12.68,No,0.0,No,212,0,No,849,2518,100
