Record_ID,Timestamp,Admin_ID,Driver_ID,Vehicle_ID,Brand,Vehicle_Model,Category,Max_Range_km,Battery_Capacity_kWh,Vehicle_Weight_kg,Motor_Spec_kW,Battery_Percentage,Battery_Health_Percentage,Passenger_Count,Total_Load_Weight_kg,Remaining_Range_km,Road_Type,Vehicle_Status,Speed_kmph,Overspeed,Distance_Travelled_km,Energy_Consumed_kWh,Charging_Status,Charging_Duration_Hours,Workshop_Visit,Maintenance_Cost,OT_Maintenance_Cost,Breakdown,Income_Generated,Total_Expense,Driver_Safety_Score
25,2026-01-01 12:10:00,A003,D0025,EV00025,BYD,BYD Atto 3,SUV,521,60.5,1750,150,28,82,1,1820,102,City,Running,50,No,118,15.32,No,0.0,No,2092,0,No,4130,2092,100
26,2026-01-01 12:20:00,A003,D0026,EV00026,BYD,BYD Atto 3,SUV,521,60.5,1750,150,84,96,4,2030,348,City,Running,44,No,31,4.03,No,0.0,No,194,0,No,1085,194,100
27,2026-01-01 12:30:00,A003,D0027,EV00027,BYD,BYD Atto 3,SUV,521,60.5,1750,150,94,93,0,1750,389,City,Running,54,No,59,7.66,No,0.0,No,746,0,No,2065,746,100
28,2026-01-01 12:40:00,A003,D0028,EV00028,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,70,80,0,1985,373,Highway,Running,65,No,272,33.17,No,0.0,Yes,874,1228,No,9520,2102,95
29,2026-01-01 12:50:00,A003,D0029,EV00029,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,94,89,1,2055,529,Mixed,Running,59,No,53,6.46,No,0.0,No,1669,0,No,1855,1669,100
30,2026-01-01 13:00:00,A003,D0030,EV00030,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,73,92,0,1985,425,Mixed,Running,45,No,54,6.59,No,0.0,No,768,0,No,1890,768,100
31,2026-01-01 13:10:00,A004,D0031,EV00031,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,81,92,2,1718,290,City,Running,78,No,62,8.73,No,0.0,No,347,0,No,2170,347,100
32,2026-01-01 13:20:00,A004,D0032,EV00032,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,64,99,1,1648,274,Mixed,Running,65,No,127,17.89,No,0.0,No,109,0,No,4445,109,100
33,2026-01-01 13:30:00,A004,D0033,EV00033,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,78,91,0,1578,285,City,Running,57,No,67,9.44,No,0.0,No,504,0,No,2345,504,100
34,2026-01-01 13:40:00,A004,D0034,EV00034,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,77,91,1,1648,320,Highway,Running,64,No,212,29.86,No,0.0,No,565,0,No,7420,565,100
35,2026-01-01 13:50:00,A004,D0035,EV00035,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,84,96,4,1980,371,Highway,Running,88,No,158,21.94,No,0.0,No,157,0,No,5530,157,100
36,2026-01-01 14:00:00,A004,D0036,EV00036,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,96,93,3,1910,390,Mixed,Running,75,No,112,15.56,No,0.0,No,662,0,No,3920,662,100
37,2026-01-01 14:10:00,A004,D0037,EV00037,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,85,86,4,1980,336,Highway,Running,79,No,280,38.89,No,0.0,No,2317,0,No,9800,2317,100
38,2026-01-01 14:20:00,A004,D0038,EV00038,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,62,86,3,1820,227,Mixed,Running,43,No,112,15.14,No,0.0,No,1678,0,No,3920,1678,100
39,2026-01-01 14:30:00,A004,D0039,EV00039,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,50,81,1,1680,187,Highway,Running,101,Yes,174,23.51,No,0.0,No,2157,0,No,6090,2157,90
40,2026-01-01 14:40:00,A004,D0040,EV00040,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,12,89,1,1680,43,City,Charging,0,No,62,8.38,Yes,1.2,No,1775,0,No,2170,1775,100
41,2026-01-01 14:50:00,A005,D0041,EV00041,BYD,BYD Atto 3,SUV,521,60.5,1750,150,88,96,2,1890,406,Mixed,Running,86,No,68,8.83,No,0.0,No,177,0,No,2380,177,100
42,2026-01-01 15:00:00,A005,D0042,EV00042,BYD,BYD Atto 3,SUV,521,60.5,1750,150,85,84,4,2030,308,City,Running,25,No,59,7.66,No,0.0,No,845,0,No,2065,845,100
43,2026-01-01 15:10:00,A005,D0043,EV00043,BYD,BYD Atto 3,SUV,521,60.5,1750,150,52,84,1,1820,221,Highway,Running,113,Yes,174,22.6,No,0.0,No,818,0,No,6090,818,90
44,2026-01-01 15:20:00,A005,D0044,EV00044,BYD,BYD Atto 3,SUV,521,60.5,1750,150,97,75,4,2030,314,City,Under Maintenance,0,No,94,12.21,No,0.0,Yes,3925,858,No,3290,4783,95
45,2026-01-01 15:30:00,A005,D0045,EV00045,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,73,75,3,2330,243,Mixed,Under Maintenance,0,No,154,22.65,No,0.0,No,6300,0,No,5390,6300,100
46,2026-01-01 15:40:00,A005,D0046,EV00046,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,53,88,0,2120,201,City,Running,58,No,30,4.41,No,0.0,No,1802,0,No,1050,1802,100
47,2026-01-01 15:50:00,A005,D0047,EV00047,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,31,86,3,2330,110,City,Running,22,No,37,5.44,No,0.0,No,2012,0,No,1295,2012,100
48,2026-01-01 16:00:00,A005,D0048,EV00048,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,88,97,4,1815,356,Mixed,Running,47,No,69,8.85,No,0.0,No,127,0,No,2415,127,100
49,2026-01-01 16:10:00,A005,D0049,EV00049,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,100,88,4,1815,386,Highway,Running,116,Yes,151,19.36,No,0.0,No,1517,0,No,5285,1517,90
50,2026-01-01 16:20:00,A005,D0050,EV00050,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,68,85,3,1745,241,Mixed,Running,79,No,135,17.31,No,0.0,No,1705,0,No,4725,1705,100
51,2026-01-01 16:30:00,A006,D0051,EV00051,Tata,Tata Punch EV,Compact SUV,421,35.0,1340,90,21,82,1,1410,69,Mixed,Charging,0,No,141,20.14,Yes,3.0,No,1045,0,No,4935,1045,100
52,2026-01-01 16:40:00,A006,D0052,EV00052,Tata,Tata Punch EV,Compact SUV,421,35.0,1340,90,78,90,1,1410,281,Mixed,Running,90,No,151,21.57,No,0.0,No,750,0,No,5285,750,100
53,2026-01-01 16:50:00,A006,D0053,EV00053,Tata,Tata Punch EV,Compact SUV,421,35.0,1340,90,52,86,3,1550,166,City,Running,76,No,33,4.71,No,0.0,No,905,0,No,1155,905,100
54,2026-01-01 17:00:00,A006,D0054,EV00054,Tata,Tata Punch EV,Compact SUV,421,35.0,1340,90,87,79,3,1550,255,City,Running,26,No,64,9.14,No,0.0,Yes,4751,533,No,2240,5284,95
55,2026-01-01 17:10:00,A006,D0055,EV00055,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,39,90,0,1316,107,Mixed,Running,73,No,114,17.54,No,0.0,No,464,0,No,3990,464,100
56,2026-01-01 17:20:00,A006,D0056,EV00056,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,98,85,1,1386,267,Highway,Running,77,No,117,18.0,No,0.0,No,1725,0,No,4095,1725,100
57,2026-01-01 17:30:00,A006,D0057,EV00057,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,79,80,3,1526,192,Mixed,Running,54,No,61,9.38,No,0.0,Yes,1835,813,No,2135,2648,95
58,2026-01-01 17:40:00,A006,D0058,EV00058,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,76,95,4,1858,303,Mixed,Running,64,No,73,10.28,No,0.0,No,75,0,No,2555,75,100
59,2026-01-01 17:50:00,A006,D0059,EV00059,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,39,91,3,1788,138,City,Running,25,No,87,12.25,No,0.0,No,581,0,No,3045,581,100
60,2026-01-01 18:00:00,A006,D0060,EV00060,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,66,83,1,1648,237,Mixed,Running,98,No,69,9.72,No,0.0,No,1256,0,No,2415,1256,100
61,2026-01-01 18:10:00,A007,D0061,EV00061,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,96,77,4,1890,331,Highway,Running,76,No,209,28.24,No,0.0,Yes,4942,1301,No,7315,6243,95
62,2026-01-01 18:20:00,A007,D0062,EV00062,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,78,77,4,1890,269,Highway,Running,112,Yes,202,27.3,No,0.0,No,3077,0,No,7070,3077,90
63,2026-01-01 18:30:00,A007,D0063,EV00063,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,60,90,0,1610,219,City,Running,21,No,62,8.38,No,0.0,No,492,0,No,2170,492,100
64,2026-01-01 18:40:00,A007,D0064,EV00064,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,24,87,4,1890,82,City,Charging,0,No,106,14.32,Yes,2.7,No,952,0,No,3710,952,100
65,2026-01-01 18:50:00,A007,D0065,EV00065,BYD,BYD Atto 3,SUV,521,60.5,1750,150,26,82,1,1820,102,Mixed,Running,74,No,152,19.74,No,0.0,No,2033,0,No,5320,2033,100
66,2026-01-01 19:00:00,A007,D0066,EV00066,BYD,BYD Atto 3,SUV,521,60.5,1750,150,87,80,2,1890,310,City,Running,40,No,30,3.9,No,0.0,No,1694,0,No,1050,1694,100
67,2026-01-01 19:10:00,A007,D0067,EV00067,BYD,BYD Atto 3,SUV,521,60.5,1750,150,90,80,0,1750,364,Highway,Running,87,No,179,23.25,No,0.0,No,1945,0,No,6265,1945,100
68,2026-01-01 19:20:00,A007,D0068,EV00068,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,60,75,1,2055,285,Mixed,Running,53,No,53,6.46,No,0.0,Yes,4669,1323,No,1855,5992,95
69,2026-01-01 19:30:00,A007,D0069,EV00069,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,84,99,1,2055,487,City,Running,36,No,119,14.51,No,0.0,No,254,0,No,4165,254,100
70,2026-01-01 19:40:00,A007,D0070,EV00070,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,78,78,3,2195,405,Highway,Running,82,No,218,26.59,No,0.0,Yes,4172,214,No,7630,4386,95
71,2026-01-01 19:50:00,A008,D0071,EV00071,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,88,78,2,1675,273,City,Running,29,No,73,9.36,No,0.0,Yes,5448,161,No,2555,5609,95
72,2026-01-01 20:00:00,A008,D0072,EV00072,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,22,98,3,1745,83,City,Charging,0,No,120,15.38,Yes,1.7,No,150,0,No,4200,150,100
73,2026-01-01 20:10:00,A008,D0073,EV00073,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,55,91,1,1605,199,City,Running,57,No,105,13.46,No,0.0,No,401,0,No,3675,401,100
74,2026-01-01 20:20:00,A008,D0074,EV00074,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,28,77,0,1535,97,Highway,Running,92,No,182,23.33,No,0.0,No,6830,0,No,6370,6830,100
75,2026-01-01 20:30:00,A008,D0075,EV00075,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,35,90,1,1648,136,Mixed,Running,59,No,85,11.97,No,0.0,No,402,0,No,2975,402,100
76,2026-01-01 20:40:00,A008,D0076,EV00076,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,53,92,2,1718,205,Mixed,Running,59,No,93,13.1,No,0.0,No,797,0,No,3255,797,100
77,2026-01-01 20:50:00,A008,D0077,EV00077,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,38,77,4,1858,129,Highway,Under Maintenance,0,No,306,43.1,No,0.0,No,4600,0,No,10710,4600,100
78,2026-01-01 21:00:00,A008,D0078,EV00078,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,99,89,4,1980,385,Mixed,Running,63,No,136,18.89,No,0.0,No,1088,0,No,4760,1088,100
79,2026-01-01 21:10:00,A008,D0079,EV00079,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,21,99,1,1770,99,Highway,Charging,0,No,288,40.0,Yes,2.3,No,172,0,No,10080,172,100
80,2026-01-01 21:20:00,A008,D0080,EV00080,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,44,91,2,1840,180,Mixed,Running,56,No,103,14.31,No,0.0,No,619,0,No,3605,619,100
81,2026-01-01 21:30:00,A009,D0081,EV00081,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,94,84,3,2330,351,Mixed,Running,57,No,62,9.12,No,0.0,No,1056,0,No,2170,1056,100
82,2026-01-01 21:40:00,A009,D0082,EV00082,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,76,90,3,2330,282,City,Running,23,No,78,11.47,No,0.0,No,663,0,No,2730,663,100
83,2026-01-01 21:50:00,A009,D0083,EV00083,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,10,92,1,2190,43,Mixed,Charging,0,No,155,22.79,Yes,1.5,No,418,0,No,5425,418,100
84,2026-01-01 22:00:00,A009,D0084,EV00084,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,29,95,1,2190,135,Highway,Running,100,No,255,37.5,No,0.0,No,207,0,No,8925,207,100
85,2026-01-01 22:10:00,A009,D0085,EV00085,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,46,97,2,2155,233,City,Running,35,No,43,5.38,No,0.0,No,275,0,No,1505,275,100
86,2026-01-01 22:20:00,A009,D0086,EV00086,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,81,78,3,2225,316,City,Running,41,No,44,5.5,No,0.0,No,6553,0,No,1540,6553,100
87,2026-01-01 22:30:00,A009,D0087,EV00087,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,67,82,4,2295,296,Mixed,Running,82,No,154,19.25,No,0.0,No,1508,0,No,5390,1508,100
88,2026-01-01 22:40:00,A009,D0088,EV00088,BYD,BYD Atto 3,SUV,521,60.5,1750,150,84,93,2,1890,375,Mixed,Running,109,Yes,78,10.13,No,0.0,No,473,0,No,2730,473,90
89,2026-01-01 22:50:00,A009,D0089,EV00089,BYD,BYD Atto 3,SUV,521,60.5,1750,150,25,86,4,2030,93,City,Running,26,No,111,14.42,No,0.0,No,1697,0,No,3885,1697,100
90,2026-01-01 23:00:00,A009,D0090,EV00090,BYD,BYD Atto 3,SUV,521,60.5,1750,150,15,84,4,2030,59,Mixed,Charging,0,No,146,18.96,Yes,1.7,No,1801,0,No,5110,1801,100
91,2026-01-01 23:10:00,A010,D0091,EV00091,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,78,81,2,1840,264,City,Running,28,No,65,9.03,No,0.0,No,1958,0,No,2275,1958,100
92,2026-01-01 23:20:00,A010,D0092,EV00092,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,61,86,0,1700,244,Mixed,Running,80,No,159,22.08,No,0.0,No,1658,0,No,5565,1658,100
93,2026-01-01 23:30:00,A010,D0093,EV00093,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,50,86,1,1770,204,Highway,Running,84,No,127,17.64,No,0.0,No,2173,0,No,4445,2173,100
94,2026-01-01 23:40:00,A010,D0094,EV00094,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,64,86,1,1770,230,City,Running,24,No,49,6.81,No,0.0,No,1472,0,No,1715,1472,100
95,2026-01-01 23:50:00,A010,D0095,EV00095,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,96,86,0,1610,362,Mixed,Running,51,No,56,7.57,No,0.0,No,1640,0,No,1960,1640,100
96,2026-01-02 00:00:00,A010,D0096,EV00096,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,41,83,4,1890,134,City,Running,45,No,96,12.97,No,0.0,No,1775,0,No,3360,1775,100
97,2026-01-02 00:10:00,A010,D0097,EV00097,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,50,95,2,1750,202,Mixed,Running,45,No,69,9.32,No,0.0,No,233,0,No,2415,233,100
98,2026-01-02 00:20:00,A010,D0098,EV00098,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,99,75,4,1596,209,City,Running,86,No,45,6.92,No,0.0,No,2611,0,No,1575,2611,100
99,2026-01-02 00:30:00,A010,D0099,EV00099,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,20,88,3,1526,56,Highway,Charging,0,No,162,24.92,Yes,1.1,No,1234,0,No,5670,1234,100
100,2026-01-02 00:40:00,A010,D0100,EV00100,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,34,83,1,1386,79,City,Running,20,No,44,6.77,No,0.0,No,2093,0,No,1540,2093,100
101,2026-01-02 00:50:00,A011,D0101,EV00101,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,35,92,0,1700,139,City,Running,50,No,118,16.39,No,0.0,No,382,0,No,4130,382,100
102,2026-01-02 01:00:00,A011,D0102,EV00102,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,58,90,2,1840,218,City,Running,43,No,62,8.61,No,0.0,No,764,0,No,2170,764,100
103,2026-01-02 01:10:00,A011,D0103,EV00103,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,29,99,3,1910,116,City,Running,60,No,50,6.94,No,0.0,No,163,0,No,1750,163,100
104,2026-01-02 01:20:00,A011,D0104,EV00104,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,23,76,4,1980,71,City,Charging,0,No,60,8.33,Yes,1.3,Yes,3919,324,No,2100,4243,95
105,2026-01-02 01:30:00,A011,D0105,EV00105,Tata,Tata Punch EV,Compact SUV,421,35.0,1340,90,16,98,1,1410,58,City,Charging,0,No,58,8.29,Yes,2.7,No,11,0,No,2030,11,100
106,2026-01-02 01:40:00,A011,D0106,EV00106,Tata,Tata Punch EV,Compact SUV,421,35.0,1340,90,36,76,3,1550,115,Highway,Running,62,No,112,16.0,No,0.0,Yes,3876,927,No,3920,4803,95
107,2026-01-02 01:50:00,A011,D0107,EV00107,Tata,Tata Punch EV,Compact SUV,421,35.0,1340,90,63,81,1,1410,189,City,Running,33,No,80,11.43,No,0.0,Yes,1636,173,No,2800,1809,95
108,2026-01-02 02:00:00,A011,D0108,EV00108,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,41,94,2,1750,152,City,Running,54,No,108,14.59,No,0.0,No,640,0,No,3780,640,100
109,2026-01-02 02:10:00,A011,D0109,EV00109,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,54,100,3,1820,212,City,Running,34,No,115,15.54,No,0.0,No,115,0,No,4025,115,100
110,2026-01-02 02:20:00,A011,D0110,EV00110,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,69,97,2,1750,284,Mixed,Running,43,No,148,20.0,No,0.0,No,244,0,No,5180,244,100
111,2026-01-02 02:30:00,A012,D0111,EV00111,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,23,100,1,1605,99,Mixed,Charging,0,No,78,10.0,Yes,1.2,No,212,0,No,2730,212,100
112,2026-01-02 02:40:00,A012,D0112,EV00112,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,93,90,1,1605,333,City,Running,21,No,107,13.72,No,0.0,No,599,0,No,3745,599,100
113,2026-01-02 02:50:00,A012,D0113,EV00113,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,71,81,0,1535,229,City,Running,39,No,35,4.49,No,0.0,Yes,822,1122,No,1225,1944,95
114,2026-01-02 03:00:00,A012,D0114,EV00114,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,66,86,4,1815,219,City,Running,67,No,51,6.54,No,0.0,No,2084,0,No,1785,2084,100
115,2026-01-02 03:10:00,A012,D0115,EV00115,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,17,85,0,2015,81,Mixed,Charging,0,No,152,19.0,Yes,2.2,No,989,0,No,5320,989,100
116,2026-01-02 03:20:00,A012,D0116,EV00116,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,40,80,3,2225,173,Mixed,Running,52,No,85,10.62,No,0.0,Yes,2421,19,No,2975,2440,95
117,2026-01-02 03:30:00,A012,D0117,EV00117,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,60,75,4,2295,225,City,Running,36,No,43,5.38,No,0.0,Yes,5158,467,No,1505,5625,95
118,2026-01-02 03:40:00,A012,D0118,EV00118,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,71,86,0,1985,358,City,Running,36,No,50,6.1,No,0.0,No,815,0,No,1750,815,100
119,2026-01-02 03:50:00,A012,D0119,EV00119,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,10,95,0,1985,56,City,Charging,0,No,102,12.44,Yes,1.7,No,285,0,No,3570,285,100
120,2026-01-02 04:00:00,A012,D0120,EV00120,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,100,77,2,2125,451,City,Running,53,No,20,2.44,No,0.0,Yes,4561,1401,No,700,5962,95
121,2026-01-02 04:10:00,A013,D0121,EV00121,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,28,100,0,2120,120,City,Running,35,No,44,6.47,No,0.0,No,204,0,No,1540,204,100
122,2026-01-02 04:20:00,A013,D0122,EV00122,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,93,83,0,2120,377,Highway,Running,63,No,318,46.76,No,0.0,No,1598,0,No,11130,1598,100
